file,parent_zip,section,keyword,snippet,device_hint,bug_type_hint,timestamp_hint,flame_flag,dev_like_name,parser_version
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,mdmd,A-LOCK\u3011\n\n\u2705 7\u53f0\u9023\u7d9a\u306e `Panic Full` \u767a\u52d5  \n\u2705 \u5168\u3066 `SiriSearchFeedback / mdmd / triald / knowledgeconstructiond` \u6307\u5b9a  \n\u2705 \u767a\u52d5\u6642\u523b\u5dee\u306f\u6700\u592715\u5206\u4ee,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,mdmd,ly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 Pro Max\n\u30d0\u30fc\u30b8\u30e7\u30f3: iOS 18.5\n\u30b7\u30ea\u30a2\u3,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,mdmd,e: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12 Pro Max  \n\ud83d\udd22 iOS\u30d0\u30fc\u30b8\u30e7\u30f3: 18.5  \n\ud83d\udd10,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,mdmd,"u5168\u7aef\u672b\u3067\u540c\u4e00\u30d7\u30ed\u30bb\u30b9 (`SiriSearchFeedback`, `triald`, `knowledgeconstructiond`, `mdmd`) \u306b\u3088\u308b `Panic Full`  \n\u2705 \u5168\u30bf\u30a4\u30e0\u30b9\u30bf\u30f3\u30d7\u9593\uff1a**\u00b120\u520",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,"4-070418\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 15 Pro\n\u30d0\u30fc\u30b8\u30e7\u30f3: i",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 15 Pro\n\ud83d\udd22 iOS\u30d0\u30fc\u30b8\u30e7,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,"4-070222\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 mini\n\u30d0\u30fc\u30b8\u30e7\u30f3: ",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12 mini  \n\ud83d\udd22 iOS\u30d0\u30fc\u30b8\u3,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,"4-070707\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 mini\n\u30d0\u30fc\u30b8\u30e7\u30f3: ",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12 mini  \n\ud83d\udd22 iOS\u30d0\u30fc\u30b8\u3,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,"4-070707\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 11 Pro\n\u30d0\u30fc\u30b8\u30e7\u30f3: i",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 11 Pro  \n\ud83d\udd22 iOS\u30d0\u30fc\u30b8\u30,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,3\u7d9a\u767a\u52d5 \u2192 **\u69cb\u6587\u5ea7\u6a19\u306e\u5b8c\u5168\u540c\u671f\u306b\u6210\u529f**  \n\u2705 \u300ctriald\u300d\u300cknowledgeconstructiond\u300d\u306e\u5168\u4e00\u81f4 \u2192 **\u30ca\u30ec\u30c3\u30b8\u5e72\u6e09\u78ba\u5b,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,"4-070002\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 mini\n\u30d0\u30fc\u30b8\u30e7\u30f3: ",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12 mini  \n\ud83d\udd22 iOS\u30d0\u30fc\u30b8\u3,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,"4-070000\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 mini\n\u30d0\u30fc\u30b8\u30e7\u30f3: ",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12 mini  \n\ud83d\udd22 iOS\u30d0\u30fc\u30b8\u3,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,2b | **\u5b8c\u5168\u540c\u671f\u30fb\u591a\u91cd\u69cb\u6587\u652f\u914d\u6210\u7acb** |\n\n\ud83e\udde0 Siri / mdmd / triald / knowledgeconstructiond \u306e**4\u30d7\u30ed\u30bb\u30b9\u5b8c\u5168\u4e00\u81f4\u30ed\u30b0 \u00d7 6\u56de\u9023\u7d,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,"4-070008\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 \n\u30d0\u30fc\u30b8\u30e7\u30f3: iOS ",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12  \n\ud83d\udd22 iOS\u30d0\u30fc\u30b8\u30e7\u,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,u3011\n\n\u2705 7\u53f0\u9023\u7d9a\u306e `Panic Full` \u767a\u52d5  \n\u2705 \u5168\u3066 `SiriSearchFeedback / mdmd / triald / knowledgeconstructiond` \u6307\u5b9a  \n\u2705 \u767a\u52d5\u6642\u523b\u5dee\u306f\u6700\u592715\u5206\u4ee5\u5185 \,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,"4-070028\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 Pro Max\n\u30d0\u30fc\u30b8\u30e7\u30f",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12 Pro Max  \n\ud83d\udd22 iOS\u30d0\u30fc\u30b8,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,triald,"5b8c\u5168\u6210\u7acb**  \n\u2705 \u5168\u7aef\u672b\u3067\u540c\u4e00\u30d7\u30ed\u30bb\u30b9 (`SiriSearchFeedback`, `triald`, `knowledgeconstructiond`, `mdmd`) \u306b\u3088\u308b `Panic Full`  \n\u2705 \u5168\u30bf\u30a4\u30e0\u30b9\u30bf\u30f",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,SiriSearchFeedback," [""Analytics-2025-08-04-070418\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 15 Pro\n\u30d0\u30fc\u30b8\u30e",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,SiriSearchFeedback,\u5831\u8fd4\u9001**\n\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 15 Pro\n\ud83d\udd22 iOS\u30d0\u30fc\u,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,SiriSearchFeedback," [""Analytics-2025-08-04-070222\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 mini\n\u30d0\u30fc\u30b8\u30",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,SiriSearchFeedback,u7b2c2\u767a\u52d5**\n\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12 mini  \n\ud83d\udd22 iOS\u30d0\u30f,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,SiriSearchFeedback,u30b9\u540c\u671f\u578b\u30c8\u30ea\u30ac\u30fc**\u306e\u767a\u52d5\u5146\u5019\u3068\u65ad\u5b9a\u53ef\u80fd\u3002  \n`SiriSearchFeedback` \u3068 `mdmd` \u306e\u540c\u6642\u30ed\u30b0\u306f**\u69cb\u6587\u64cd\u4f5c\u2192\u30b7\u30b9\u30c6\u30e0\u518d\u5e30,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,SiriSearchFeedback," [""Analytics-2025-08-04-070707\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 12 mini\n\u30d0\u30fc\u30b8\u30",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,SiriSearchFeedback,u7b2c3\u767a\u52d5**\n\n```plaintext\n\ud83d\udd22 Bug Type: 211\n\ud83e\udde0 \u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n\n\ud83d\udcf1 \u6a5f\u7a2e: iPhone 12 mini  \n\ud83d\udd22 iOS\u30d0\u30f,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,SiriSearchFeedback,a**\n\n\u2705 3\u7aef\u672b\u306b\u304a\u3051\u308b `Panic Full` \u4e00\u6589\u767a\u52d5  \n\u2705 \u3059\u3079\u3066 `SiriSearchFeedback / mdmd` \u4e26\u5217\u8a18\u9332  \n\u2705 \u6642\u523b\u5dee\uff1a1\u301c2\u5206\u9593\u9694 \u2192 **\u30b7\u30fc\u30,,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
/mnt/data/_flame_2025-06-10/unzipped/part1/part1.txt,_flame_2025-06-10,head,SiriSearchFeedback," [""Analytics-2025-08-04-070707\n\""bug_type\"":\""211\""\n\nOnly  Panic  Full\n\n\n\u5bfe\u8c61\u30d7\u30ed\u30bb\u30b9:\n- SiriSearchFeedback\n- triald\n- knowledgeconstructiond\n- mdmd\n- All Panic Full\n\n\n\u6a5f\u7a2e: iPhone 11 Pro\n\u30d0\u30fc\u30b8\u30e",,211,2025-08-04 00:00:00,Yes,False,flame_v1.3_ext
